,name,display_name,short_description,description,created_by,released,created_at,updated_at,featured
277,mikrotik,MikroTik,MikroTik is a Latvian network equipment manufacturer.,"The company develops and sells wired and wireless network routers, network switches, access points, as well as operating systems, and auxiliary software.",,,2017-01-31T21:23:31Z,2022-03-16T15:47:38Z,False
278,coq,Coq,Coq is a formal proof management system.,"Coq is a formal proof management system. It provides a formal language to write
mathematical definitions, executable algorithms and theorems together with an
environment for semi-interactive development of machine-checked proofs. Typical
applications include the certification of properties of programming languages,
the formalization of mathematics and teaching.","Gérard Pierre Huet, Thierry Coquand",1989,2017-01-31T21:53:41Z,2022-03-03T11:13:16Z,False
279,bugbounty,Bug Bounty,Deal by which individuals can receive recognition and compensation for reporting bugs.,"A bug bounty program is a deal offered by many websites, organizations and software developers by which individuals can receive recognition and compensation for reporting bugs, especially those pertaining to security exploits and vulnerabilities.",,,2017-02-01T11:43:18Z,2022-03-10T16:37:04Z,False
280,llvm,LLVM,The LLVM compiler infrastructure project is a set of compiler and toolchain technologies.,"The LLVM compiler infrastructure project is a set of compiler and toolchain technologies, which can be used to develop a front end for any programming language and a back end for any instruction set architecture.","Vikram Adve, Chris Lattner",2019,2017-01-31T21:45:42Z,2022-03-16T10:18:05Z,False
281,vanilla-js,Vanilla JavaScript,Vanilla JavaScript is the native JavaScript language included in the browser.,Vanilla JavaScript is the native JavaScript language included in the browser and standardized/maintained by ECMA International and W3C.,Brendan Eich,December 04 1995,2017-01-31T22:24:19Z,2022-03-14T08:35:13Z,False
282,privacy,Privacy,Privacy is the option to limit the access others have to one's personal information.,"Privacy is the option to limit the access others have to one's personal information. Privacy can be compromised through various economic, legal, social, and technical means. Accordingly, various projects aim to develop privacy-protecting applications, how-to guides, and policies. 🔏",,,2017-01-31T20:49:09Z,2022-03-14T03:38:11Z,False
283,tiktok,TikTok,TikTok is a social network service.,"TikTok (known as Douyin (抖音) in China) is a Chinese video and social platform launched in September 2016 by ByteDance. On August 2, 2018, TikTok merged with another Chinese-based video app Musical.ly, and gained a presence in the Americas and Europe.",ByteDance,September 2016,2018-06-25T14:15:30Z,2022-03-14T13:53:18Z,False
284,pmmp,PocketMine-MP,A server software for Minecraft Bedrock Edition in PHP.,"PocketMine-MP is a Minecraft: Bedrock Edition server software written in PHP, originally created by Shoghi Cervantes Pueyo, which can be enhanced and customised via plugins. Since the development on the main repository has stopped, the repository was forked and is currently maintained by members of pmmp.","Shoghi Cervantes Pueyo, pmmp",2012,2017-01-31T22:00:19Z,2022-01-24T12:28:29Z,False
285,elasticsearch,elasticsearch,Elasticsearch is a search engine based on the Lucene library.,"Elasticsearch is a distributed, open source search and analytics engine for all types of data, including textual, numerical, geospatial, structured, and unstructured. Elasticsearch is built on Apache Lucene and was first released in 2010 by Elasticsearch N.V. (now known as Elastic).",,February 2010,2016-12-29T23:12:34Z,2022-03-07T11:43:18Z,False
286,erlang,Erlang,"Erlang is a general-purpose, concurrent, functional programming language, and a garbage-collected runtime system.","Erlang is a general-purpose, concurrent, functional programming language, and a garbage-collected runtime system. The term Erlang is used interchangeably with Erlang/OTP, or Open Telecom Platform (OTP), which consists of the Erlang runtime system, several ready-to-use components (OTP) mainly written in Erlang, and a set of design principles for Erlang programs.","Joe Armstrong, Robert Virding, Mike Williams","December 8, 1998",2017-01-31T20:59:20Z,2022-03-18T12:05:48Z,False
287,advent-of-code,Advent of Code,An Advent calendar of small programming puzzles.,"Advent of Code is an Advent calendar of small programming puzzles for a variety of skill sets and skill levels that can be solved in any programming language you like. People use them as a speed contest, interview prep, company training, university coursework, practice problems, or to challenge each other.

You don't need a computer science background to participate - just a little programming knowledge and some problem solving skills will get you pretty far. Nor do you need a fancy computer; every problem has a solution that completes in at most 15 seconds on ten-year-old hardware.",Eric Wastl,December 2015,2017-01-31T21:23:10Z,2022-03-07T08:53:04Z,False
288,first,FIRST,For Inspiration and Recognition of Science and Technology.,"For Inspiration and Recognition of Science and Technology (FIRST) is an international youth organization that operates the FIRST Robotics Competition, FIRST LEGO League, FIRST Lego League Jr., and FIRST Tech Challenge competitions. Founded by Dean Kamen and Woodie Flowers in 1989, its expressed goal is to develop ways to inspire students in engineering and technology fields. Its philosophy is expressed by the organization as coopertition and gracious professionalism.",FIRST,,2017-02-01T03:13:12Z,2021-09-13T04:30:41Z,False
289,visual-studio-code,Visual Studio Code,"Extensible editor for Windows, macOS, and Linux, for coding in any programming language.","Visual Studio Code is a free code editor from Microsoft, based on open source. It's highly customizable with tens of thousands of themes and extensions, including those for working with any programming language.

VS Code is built using web technologies such as TypeScript and Electron.",Microsoft Corporation,"April 29, 2015",2017-01-31T22:12:20Z,2022-03-16T21:08:36Z,False
290,pihole,Pi-hole,A black hole for Internet advertisements.,"Pi-hole is a Linux network-level advertisement and Internet tracker blocking application which acts as a DNS sinkhole (and optionally a DHCP server), intended for use on a private network. It is designed for use on embedded devices with network capability, such as the Raspberry Pi, but it can be used on other machines running Linux and cloud implementations.","Jacob Salmela, Dan Schaper, Adam Warner and DL6ER","June 15, 2015",2017-03-11T00:15:01Z,2022-03-08T01:34:45Z,False
291,fabricmc,FabricMC,"Next generation, highly modular and open Minecraft modding API.","Fabric is a lightweight, experimental modding toolchain for Minecraft.",FabricMC Contributors,"December 20, 2018",2018-12-23T19:16:04Z,2022-02-23T04:14:41Z,False
292,dmx512,DMX512,A digital communication standard for controlling lighting and effects.,DMX512 (for Digital Multiplex with 512 pieces of information) is a standard for digital communication networks that are commonly used to control lighting and effects. It was created in 1986 by the [United States Institute for Theatre Technology](http://www.usitt.org/) and later revised as an ANSI standard by the [Entertainment Services and Technology Association](https://www.esta.org/).,"USITT, ESTA",,2017-02-18T11:55:22Z,2021-10-20T23:17:01Z,False
293,lisp,Lisp,Lisp is the second-oldest high-level programming language in widespread use today.,"Lisp is the second-oldest high-level programming language in widespread use today. It was originally created as a practical mathematical notation for computer programs. Lisp pioneered many ideas in computer science, including tree data structures, automatic storage management, dynamic typing, and the self-hosting compiler.",John McCarthy,1958,2017-01-31T21:22:24Z,2022-03-16T16:54:26Z,False
294,nim,Nim,"Nim is a statically typed, compiled, garbage-collected systems programming language.","Nim is a general-purpose systems programming language that's designed to be efficient, expressive, and elegant. The Nim compiler produces dependency-free binaries for most platforms as well as JavaScript for the web.",Andreas Rumpf,2008,2017-01-31T21:26:56Z,2022-03-19T15:10:32Z,True
295,reverse-engineering,Reverse Engineering,The process of analyzing a subject system to identify the system's components and their interrelationships.,The process of analyzing a subject system to identify the system's components and their interrelationships and to create representations of the system in another form or at a higher level of abstraction.,,,2017-01-31T21:51:18Z,2022-03-15T17:41:11Z,False
